Index,director name,film name,title code,score,year
2232,nm0000233,Elle,tt3060600,6.3,2013
2233,nm0000233,Sukiyaki Western Django,tt0906665,6.2,2007
2234,nm0000233,Paranormal Shades,tt5212122,6.2,2016
2235,nm0000233,Tutto può accadere a Broadway,tt1767372,6.1,2014
2236,nm0000233,Violet & Daisy,tt1634136,6.1,2011
2237,nm0000233,John Travolta: Rückkehr nach Hollywood,tt6695662,6.1,2015
2238,nm0000233,Grand Theft Parsons,tt0338075,6,2003
2239,nm0000233,"Love, Guns & Christmas",tt1573475,6,2015
2240,nm0000233,Hostel,tt0450278,5.9,2005
2241,nm0000233,Amateur,tt5580392,5.9,2018
2242,nm0000233,Curdled - Una commedia pulp,tt0115994,5.9,1996
2243,nm0000233,West,tt0480053,5.9,2007
2244,nm0000233,American Federale,tt2783934,5.9,2013
2245,nm0000233,All My Friends Are Dead,tt1372306,5.8,2020
2246,nm0000233,"Climb It, Tarzan!",tt2039322,5.8,2011
2247,nm0000233,Night Job,tt5702636,5.8,2017
2248,nm0000233,Deep River: The Island,tt1557197,5.8,2009
2249,nm0000233,We're Not Alone,tt3130640,5.8,2015
2250,nm0000233,Il tuo amico nel mio letto,tt0111218,5.7,1994
2251,nm0000233,Le mani della notte,tt0105108,5.7,1991
2252,nm0000233,Underbelly Blues,tt1887931,5.7,2011
2253,nm0000233,Camminando Lungo un Sogno Oscuro,tt7997664,5.7,2018
2254,nm0000233,Le cronache dei morti viventi,tt0848557,5.6,2007
2255,nm0000233,My Best Friend's Birthday,tt0359715,5.6,1987
2256,nm0000233,Radical,tt1844760,5.6,2017
2257,nm0000233,Hostel: Part II,tt0498353,5.5,2007
2258,nm0000080,Above San Francisco,tt2650464,9.2,1973
2259,nm0000080,The Brother Side of the Wake,tt8948452,9.1,2021
2260,nm0000080,A Horse Called Nijinsky,tt0430194,8.7,1970
2261,nm0000080,Kelly Country,tt0239089,8.4,1973
2262,nm0000080,Quarto potere,tt0033467,8.3,1941
2263,nm0000080,Mysterious Castles of Clay,tt0077966,8.2,1978
2264,nm0000080,Il terzo uomo,tt0041959,8.1,1949
2265,nm0000080,L'infernale Quinlan,tt0052311,8,1958
2266,nm0000080,Monsieur Verdoux,tt0039631,7.9,1947
2267,nm0000080,Falstaff,tt0059012,7.8,1965
2268,nm0000080,F come falso - Verità e menzogna,tt0072962,7.8,1973
2269,nm0000080,The Last Sailors: The Final Days of Working Sail,tt0914808,7.8,1984
2270,nm0000080,L'orgoglio degli Amberson,tt0035015,7.7,1942
2271,nm0000080,Un uomo per tutte le stagioni,tt0060665,7.7,1966
2272,nm0000080,Il processo,tt0057427,7.7,1962
2273,nm0000080,Don Camillo,tt0043918,7.7,1952
2274,nm0000080,Directed by John Ford,tt0066997,7.7,1971
2275,nm0000080,Salvador Dalí,tt0195228,7.7,1970
2276,nm0000080,Ecco il film dei Muppet,tt0079588,7.6,1979
2277,nm0000080,La signora di Shanghai,tt0040525,7.6,1947
2278,nm0000080,Otello,tt0045251,7.6,1951
2279,nm0000080,It's All True,tt7332078,7.6,1943
2280,nm0000080,La porta proibita,tt0036969,7.5,1943
2281,nm0000080,Macbeth,tt0040558,7.5,1948
2282,nm0000080,A Step Away,tt0246952,7.5,1980
2283,nm0000080,Barbed Water,tt4711918,7.5,1969
2284,nm0000080,Lo straniero,tt0038991,7.4,1946
2285,nm0000080,Frenesia del delitto,tt0052700,7.4,1959
2286,nm0000080,La lunga estate calda,tt0051878,7.4,1958
2287,nm0000080,Conta solo l'avvenire,tt0039041,7.4,1946
2288,nm0000080,Filming 'The Trial',tt0489479,7.4,1981
2289,nm0000080,Girando Otello,tt0077547,7.4,1978
2290,nm0000080,Transformers - The Movie,tt0092106,7.3,1986
2291,nm0000080,Moby Dick - La balena bianca,tt0049513,7.3,1956
2292,nm0000080,Waterloo,tt0066549,7.3,1970
2293,nm0000080,Il segreto di Nikola Tesla,tt0079985,7.3,1980
2294,nm0000080,The Finest Hours,tt0058099,7.3,1964
2295,nm0000080,Some Call It Greed,tt0076737,7.3,1977
2296,nm0000080,Rapporto confidenziale,tt0048393,7.2,1955
2297,nm0000080,La battaglia della Neretva,tt0064091,7.2,1969
2298,nm0000080,South Seas Adventure,tt0052226,7.2,1958
2299,nm0000080,Genocide,tt0082443,7.2,1982
2300,nm0000080,De weg naar Bresson,tt0088386,7.2,1984
2301,nm0000080,The Challenge... A Tribute to Modern Art,tt0071299,7.2,1975
2302,nm0000080,Comma 22,tt0065528,7.1,1970
2303,nm0000080,I vichinghi,tt0052365,7.1,1958
2304,nm0000080,Hopper/Welles,tt1278955,7.1,2020
2305,nm0000080,Don Quixote,tt7350986,7.1,1972
2306,nm0000080,It's All True,tt0107233,7.1,1993
2307,nm0000080,Bugs Bunny Superstar,tt0072751,7.1,1975
2308,nm0000080,Il re dei re,tt0055047,7,1961
2309,nm0000080,Halston,tt9358192,7,2019
2310,nm0000080,Ro.Go.Pa.G.,tt0056171,7,1963
2311,nm0000080,Il principe delle volpi,tt0041767,7,1949
2312,nm0000080,Hot Tomorrows,tt0076160,7,1977
2313,nm0000080,To Build a Fire,tt2629506,7,1969
2314,nm0000080,A King's Story,tt0059359,7,1965
2315,nm0000080,Le désordre a vingt ans,tt0140976,7,1967
2316,nm0000080,La pazza storia del mondo,tt0082517,6.9,1981
2317,nm0000080,Parigi brucia?,tt0060814,6.9,1966
2318,nm0000080,La quinta offensiva,tt0070758,6.9,1973
2319,nm0000080,Versailles,tt0047484,6.9,1954
2320,nm0000080,Wojna swiatów - nastepne stulecie,tt0083335,6.9,1981
2321,nm0000080,L'altra faccia del vento,tt0069049,6.8,2018
2322,nm0000080,Duello al sole,tt0038499,6.8,1946
2323,nm0000080,La tragedia del Rio Grande,tt0050680,6.8,1957
2324,nm0000080,Malpertuis,tt0067386,6.8,1971
2325,nm0000080,Dramma nello specchio,tt0053735,6.8,1960
2326,nm0000080,Ritratto di un assassino,tt0041763,6.8,1949
2327,nm0000080,Tre individui tanto odio,tt0056282,6.7,1962
2328,nm0000080,Tepepa,tt0063679,6.7,1969
2329,nm0000080,Il marinaio del Gibilterra,tt0062225,6.7,1967
2330,nm0000080,The Deep,tt0209994,6.6,1970
2331,nm0000080,Doppio intrigo,tt0079070,6.6,1979
2332,nm0000080,Terra di Spagna,tt0029594,6.6,1937
2333,nm0000080,Gurikku no bouken,tt0087202,6.6,1981
2334,nm0000080,L'uomo la bestia e la virtù,tt0046483,6.6,1953
2335,nm0000080,The Lions of Capitalism,tt0307099,6.6,1977
2336,nm0000080,Terrore sul Mar Nero,tt0034922,6.5,1943
2337,nm0000080,Fate la rivoluzione senza di noi,tt0066402,6.5,1970
2338,nm0000080,Edipo re,tt0063376,6.5,1968
2339,nm0000080,Tre casi di assassinio,tt0047579,6.5,1955
2340,nm0000080,Search for the Titanic,tt0145458,6.5,1981
2341,nm0000080,La nave dei dannati,tt0075406,6.4,1976
2342,nm0000080,Come Robinson Crusoè,tt0033124,6.4,1940
2343,nm0000080,Le radici del cielo,tt0052148,6.4,1958
2344,nm0000080,Cagliostro,tt0041182,6.4,1949
2345,nm0000080,Hot Money,tt0085690,6.4,1986
2346,nm0000080,International Hotel,tt0057634,6.3,1963
2347,nm0000080,La Bibbia,tt0060164,6.3,1966
2348,nm0000080,Lettera al Kremlino,tt0065950,6.3,1970
2349,nm0000080,La rosa nera,tt0042256,6.3,1950
2350,nm0000080,Napoleone ad Austerlitz,tt0053638,6.3,1960
2351,nm0000080,I signori della foresta,tt0053053,6.3,1958
2352,nm0000080,Almonds and Raisins,tt0086875,6.3,1984
2353,nm0000080,Waxwork - Benvenuti al museo delle cere,tt0096426,6.2,1988
2354,nm0000080,Napoleone Bonaparte,tt0048413,6.2,1955
2355,nm0000080,Il complesso del sesso,tt0061801,6.2,1967
2356,nm0000080,Don Quijote de Orson Welles,tt0104121,6.2,1992
2357,nm0000080,Dieci incredibili giorni,tt0068521,6.2,1971
2358,nm0000338,Il padrino,tt0068646,9.2,1972
2359,nm0000338,Il padrino - Parte II,tt0071562,9,1974
2360,nm0000338,Apocalypse Now,tt0078788,8.4,1979
2361,nm0000338,Koyaanisqatsi,tt0085809,8.3,1982
2362,nm0000338,Napoleone,tt0018192,8.2,1927
2363,nm0000338,Nel nome del padre,tt0107207,8.1,1993
2364,nm0000338,Paper Moon - Luna di carta,tt0070510,8.1,1973
2365,nm0000338,Viaggio all'inferno,tt0102015,8.1,1991
2366,nm0000338,American Dream: Detroit,tt8301252,8.1,2018
2367,nm0000338,Kagemusha - L'ombra del guerriero,tt0080979,8,1980
2368,nm0000338,Mishima: Una vita in quattro capitoli,tt0089603,8,1985
2369,nm0000338,Harold and Lillian: A Hollywood Love Story,tt4683668,8,2015
2370,nm0000338,"Patton, generale d'acciaio",tt0066206,7.9,1970
2371,nm0000338,La conversazione,tt0071360,7.8,1974
2372,nm0000338,André,tt3455126,7.8,2017
2373,nm0000338,Lost in Translation - L'amore tradotto,tt0335266,7.7,2003
2374,nm0000338,Il ladro di orchidee,tt0268126,7.7,2002
2375,nm0000338,Central Park,tt0097033,7.7,1989
2376,nm0000338,Il padrino - Parte III,tt0099674,7.6,1990
2377,nm0000338,A Decade Under the Influence,tt0342275,7.6,2003
2378,nm0000338,Fog City Mavericks,tt0996396,7.6,2007
2379,nm0000338,Milius,tt2370224,7.5,2013
2380,nm0000338,"Easy Riders, Raging Bulls: How the Sex, Drugs and Rock 'N' Roll Generation Saved Hollywood",tt0359203,7.5,2003
2381,nm0000338,Dracula di Bram Stoker,tt0103874,7.4,1992
2382,nm0000338,American Graffiti,tt0069704,7.4,1973
2383,nm0000338,Black Stallion,tt0078872,7.4,1979
2384,nm0000338,Il mistero di Sleepy Hollow,tt0162661,7.3,1999
2385,nm0000338,Il giardino segreto,tt0108071,7.3,1993
2386,nm0000338,Mi familia - Tre generazioni di sogni,tt0113896,7.3,1995
2387,nm0000338,Powaqqatsi,tt0095895,7.3,1988
2388,nm0000338,Wim Wenders: Desperado,tt1265109,7.3,2020
2389,nm0000338,Writing with Light: Vittorio Storaro,tt0127979,7.3,1992
2390,nm0000338,Il giardino delle vergini suicide,tt0159097,7.2,1999
2391,nm0000338,L'uomo della pioggia,tt0119978,7.2,1997
2392,nm0000338,Rusty il selvaggio,tt0086216,7.2,1983
2393,nm0000338,Private Life,tt5536610,7.2,2018
2394,nm0000338,Barfly - Moscone da bar,tt0092618,7.2,1987
2395,nm0000338,Trespassing Bergman,tt3103454,7.2,2013
2396,nm0000338,"Dean Tavoularis, le magicien d'Hollywood",tt0427133,7.2,2003
2397,nm0000338,I ragazzi della 56ª strada,tt0086066,7.1,1983
2398,nm0000338,Come eravamo,tt0070903,7.1,1973
2399,nm0000338,Kinsey,tt0362269,7.1,2004
2400,nm0000338,Mantus,tt3120430,7.1,2014
2401,nm0000338,Tying the Knot,tt0410818,7.1,2004
2402,nm0000338,Questa ragazza è di tutti,tt0061089,7,1966
2403,nm0000338,Non torno a casa stasera,tt0064873,6.9,1969
2404,nm0000338,Parigi brucia?,tt0060814,6.9,1966
2405,nm0000338,Tucker - Un uomo e il suo sogno,tt0096316,6.9,1988
2406,nm0000338,Friedkin Uncut - Un diavolo di regista,tt8749074,6.9,2018
2407,nm0000338,Hollywood Mavericks,tt0280745,6.9,1990
2408,nm0000338,Segreti di famiglia,tt0964185,6.8,2009
2409,nm0000338,La città dei mostri,tt0057128,6.8,1963
2410,nm0000338,Hardball: The Girls of Summer,tt5702328,6.8,2019
2411,nm0000338,Two Forty-Six,tt3063336,6.8,2015
2412,nm0000338,Nel fantastico mondo di Oz,tt0089908,6.7,1985
2413,nm0000338,The Good Shepherd - L'ombra del potere,tt0343737,6.7,2006
2414,nm0000338,L'uomo che fuggì dal futuro,tt0066434,6.7,1971
2415,nm0000338,Don Juan DeMarco - Maestro d'amore,tt0112883,6.7,1994
2416,nm0000338,What She Said: The Art of Pauline Kael,tt4472096,6.7,2018
2417,nm0000338,Cotton Club,tt0087089,6.6,1984
2418,nm0000338,Wonderland - Massacro a Hollywood,tt0335563,6.6,2003
2419,nm0000338,The Lost City,tt0343996,6.6,2005
2420,nm0000338,Naqoyqatsi,tt0145937,6.6,2002
2421,nm0000338,Sedotti e abbandonati,tt2402179,6.6,2013
2422,nm0000338,All the Presidents' Movies: The Movie,tt1336980,6.6,2009
2423,nm0000338,Da 5 Bloods - Come fratelli,tt9777644,6.5,2020
2424,nm0000338,Marie Antoinette,tt0422720,6.5,2006
2425,nm0000338,Un sogno lungo un giorno,tt0084445,6.5,1981
2426,nm0000338,Hammett: indagine a Chinatown,tt0085640,6.5,1982
2427,nm0000338,Sepolto vivo,tt0056368,6.5,1962
2428,nm0000338,Il terzo miracolo,tt0174268,6.5,1999
2429,nm0000338,Suriyothai,tt0290879,6.5,2001
2430,nm0000338,Wake,tt0338543,6.5,2003
2431,nm0000338,Rakugo eiga,tt2317414,6.5,2012
2432,nm0000338,Shortbus - Dove tutto è permesso,tt0367027,6.4,2006
2433,nm0000338,Frankenstein di Mary Shelley,tt0109836,6.4,1994
2434,nm0000338,Il grande Gatsby,tt0071577,6.4,1974
2435,nm0000338,Peggy Sue si è sposata,tt0091738,6.4,1986
2436,nm0000338,New York Stories,tt0097965,6.4,1989
2437,nm0000338,Giardini di pietra,tt0093073,6.4,1987
2438,nm0000338,Wind - più forte del vento,tt0105824,6.4,1992
2439,nm0000338,La torre di Londra,tt0056606,6.4,1962
2440,nm0000338,L'inganno,tt5592248,6.3,2017
2441,nm0000338,Somewhere,tt1421051,6.3,2010
2442,nm0000338,Caccia di guerra,tt0056675,6.3,1962
2443,nm0000338,Jeepers Creepers - Il canto del diavolo,tt0263488,6.2,2001
2444,nm0000338,Palo Alto,tt2479800,6.2,2013
2445,nm0000338,60 minuti per Danny Masters,tt0083900,6.2,1982
2446,nm0000338,Un'altra giovinezza,tt0481797,6.2,2007
2447,nm0000338,Fantasmi,tt0113269,6.2,1995
2448,nm0000338,Sulle ali dell'arcobaleno,tt0062974,6.2,1968
2449,nm0000338,CQ,tt0254199,6.2,2001
2450,nm0000338,Le ragioni del cuore,tt0098615,6.2,1989
2451,nm0000338,On the Road,tt0337692,6.1,2012
2452,nm0000338,Pumpkin,tt0265591,6.1,2002
2453,nm0000338,"Buttati, Bernardo!",tt0061209,6.1,1966
2454,nm0000338,No Such Thing,tt0248190,6.1,2001
2455,nm0000338,Parcheggio scaduto,tt0488535,6.1,2007
2456,nm0000338,Sacred Blood,tt5081618,6.1,2015
2457,nm0000338,Ella es Cristina,tt8912128,6.1,2019
2458,nm0000631,"Film, the Living Record of our Memory",tt1543919,9,2021
2459,nm0000631,Il gladiatore,tt0172495,8.5,2000
2460,nm0000631,Alien,tt0078748,8.4,1979
2461,nm0000631,The Furious Gods: Making Prometheus,tt2423916,8.4,2012
2462,nm0000631,The Killers In Connecticut,tt2185180,8.2,2012
2463,nm0000631,Vangelis and the Journey to Ithaka,tt4047898,8.2,2013
2464,nm0000631,Blade Runner,tt0083658,8.1,1982
2465,nm0000631,Blade Runner 2049,tt1856101,8,2017
2466,nm0000631,Sopravvissuto - The Martian,tt3659388,8,2015
2467,nm0000631,Laddie: The Man Behind the Movies,tt4214198,7.9,2017
2468,nm0000631,American Gangster,tt0765429,7.8,2007
2469,nm0000631,The Long Way Home: Making the Martian,tt5676698,7.8,2016
2470,nm0000631,The Last Duel,tt4244994,7.7,2021
2471,nm0000631,Black Hawk Down - Black Hawk abbattuto,tt0265086,7.7,2001
2472,nm0000631,The Cutting Edge: The Magic of Movie Editing,tt0428441,7.7,2004
2473,nm0000631,India in a Day,tt5641282,7.7,2016
2474,nm0000631,Kipchoge: The Last Milestone,tt1424796,7.6,2021
2475,nm0000631,Life in a Day,tt1687247,7.6,2011
2476,nm0000631,All Things Shining,tt2251094,7.6,2012
2477,nm0000631,Thelma & Louise,tt0103074,7.5,1991
2478,nm0000631,L'assassinio di Jesse James per mano del codardo Robert Ford,tt0443680,7.5,2007
2479,nm0000631,All the Invisible Children,tt0411098,7.5,2005
2480,nm0000631,Clive Davis: The Soundtrack of Our Lives,tt6494358,7.5,2017
2481,nm0000631,Britain in a Day,tt2119395,7.5,2012
2482,nm0000631,I duellanti,tt0075968,7.4,1977
2483,nm0000631,L'amico del cuore,tt9608818,7.3,2019
2484,nm0000631,Il genio della truffa,tt0325805,7.3,2003
2485,nm0000631,99 francs,tt0875113,7.3,2007
2486,nm0000631,Japan in a Day,tt2273319,7.3,2012
2487,nm0000631,Le crociate - Kingdom of Heaven,tt0320661,7.2,2005
2488,nm0000631,Steve Jobs,tt2080374,7.2,2015
2489,nm0000631,I ricordi di Abbey,tt0109340,7.2,1994
2490,nm0000631,La vita in un giorno,tt1270676,7.2,2021
2491,nm0000631,Trespassing Bergman,tt3103454,7.2,2013
2492,nm0000631,Springsteen & I,tt2513616,7.2,2013
2493,nm0000631,House of Gucci,tt1121459,7.1,2021
2494,nm0000631,Nessuna verità,tt0758774,7.1,2008
2495,nm0000631,Zona d'ombra,tt3322364,7.1,2015
2496,nm0000631,The Donut King,tt1021449,7.1,2020
2497,nm0000631,Italy in a Day,tt2526664,7.1,2014
2498,nm0000631,Prometheus,tt1446714,7,2012
2499,nm0000631,Un'ottima annata - A Good Year,tt0401445,7,2006
2500,nm0000631,Welcome to the Rileys,tt1183923,7,2010
2501,nm0000631,Hannibal,tt0212985,6.8,2001
2502,nm0000631,Tutti i soldi del mondo,tt5294550,6.8,2017
2503,nm0000631,Stoker,tt1682180,6.8,2013
2504,nm0000631,Il fuoco della vendetta - Out of the Furnace,tt1206543,6.8,2013
2505,nm0000631,The Grey,tt1601913,6.8,2011
2506,nm0000631,Tristano & Isotta,tt0375154,6.8,2006
2507,nm0000631,The East,tt1869716,6.8,2013
2508,nm0000631,American Woman,tt4465572,6.8,2018
2509,nm0000631,A-Team,tt0429493,6.7,2010
2510,nm0000631,The Last Vermeer,tt8337320,6.7,2019
2511,nm0000631,Black Rain - Pioggia sporca,tt0096933,6.7,1989
2512,nm0000631,Cracks,tt1183665,6.7,2009
2513,nm0000631,Robin Hood,tt0955308,6.6,2010
2514,nm0000631,L'Albatross - Oltre la tempesta,tt0118158,6.6,1996
2515,nm0000631,Il sapore del sangue,tt0118863,6.6,1998
2516,nm0000631,Assassinio sull'Orient Express,tt3402236,6.5,2017
2517,nm0000631,Child 44 - Il bambino n. 44,tt1014763,6.5,2015
2518,nm0000631,1492 - La conquista del paradiso,tt0103594,6.5,1992
2519,nm0000631,Alien: Covenant,tt2316204,6.4,2017
2520,nm0000631,Legend,tt0089469,6.4,1985
2521,nm0000631,La Conseguenza,tt5977276,6.4,2019
2522,nm0000631,Before I Go to Sleep,tt1726592,6.4,2014
2523,nm0000631,In Her Shoes - Se fossi lei,tt0388125,6.4,2005
2524,nm0000631,The Silent Man,tt5175450,6.4,2017
2525,nm0000631,Newness,tt6408226,6.3,2017
2526,nm0000631,S.O.S. Natale,tt1935940,6.3,2014
2527,nm0000631,Mindhorn,tt4799064,6.3,2016
2528,nm0000631,Cyrus,tt1336617,6.3,2010
2529,nm0000631,Per amore dei soldi,tt0149367,6.3,2000
2530,nm0000631,Jungleland,tt8710596,6.2,2019
2531,nm0000631,London Boulevard,tt1213648,6.2,2010
2532,nm0000631,Zoe,tt6010628,6.1,2018
2533,nm0000631,Equals,tt3289728,6.1,2015
2534,nm0000631,Chi protegge il testimone,tt0094008,6.1,1987
2535,nm0000631,Welcome to the Punch - Nemici di sangue,tt1684233,6.1,2013
2536,nm0000631,Murder by Numbers,tt0293435,6.1,2004
2537,nm0000631,Exodus - Dei e re,tt1528100,6,2014
2538,nm0000631,Soldato Jane,tt0119173,6,1997
2539,nm0000631,Since I Don't Have You,tt1169164,6,2013
2540,nm0000631,"The King of Ads, Part 2",tt8293244,6,1993
2541,nm0000631,Dove la terra trema,tt8178486,5.9,2019
2542,nm0000631,Morgan,tt4520364,5.8,2016
2543,nm0000631,Camminando Lungo un Sogno Oscuro,tt7997664,5.7,2018
2544,nm0000631,Annabel's: A String of Naked Lightbulbs,tt4765138,5.6,2014
2545,nm0000631,The King of Ads,tt2243597,5.5,1991
2546,nm0000631,Tell-Tale,tt1135095,5.4,2009
2547,nm0000631,The Counselor - Il procuratore,tt2193215,5.3,2013
2548,nm0000631,Il mio amico zampalesta,tt0110557,5.3,1994
2549,nm0000631,Phoenix Forgotten,tt6574272,5.3,2017
2550,nm0000631,Switzerlanders,tt1061684,5.3,2020
2551,nm0000631,Killing Kennedy,tt3798698,5.2,2013
2552,nm0000631,Naked Singularity,tt9598214,4.5,2021
2553,nm0000631,The Haunting of Pearson Place,tt1301304,3.9,2015
2554,nm0000041,I sette samurai,tt0047478,8.6,1954
2555,nm0000041,Anatomia di un rapimento,tt0057565,8.4,1963
2556,nm0000041,Barbarossa,tt0058888,8.4,1965
2557,nm0000041,Vivere,tt0044741,8.3,1952
2558,nm0000041,"Dersu Uzala, il piccolo uomo delle grandi pianure",tt0071411,8.3,1975
2559,nm0000041,Roppa no shinkon ryoko,tt0126003,8.3,1940
2560,nm0000041,Ran,tt0089881,8.2,1985
2561,nm0000041,Rashomon,tt0042876,8.2,1950
2562,nm0000041,La sfida del samurai,tt0055630,8.2,1961
2563,nm0000041,Asunaro monogatari,tt0313228,8.2,1955
2564,nm0000041,Il trono di sangue,tt0050613,8.1,1957
2565,nm0000041,La fortezza nascosta,tt0051808,8.1,1958
2566,nm0000041,Sanjuro,tt0056443,8.1,1962
2567,nm0000041,Per un pugno di dollari,tt0058461,8,1964
2568,nm0000041,Kagemusha - L'ombra del guerriero,tt0080979,8,1980
2569,nm0000041,I cattivi dormono in pace,tt0054460,8,1960
2570,nm0000041,Haru no tawamure,tt0259344,8,1949
2571,nm0000041,Jiruba Tetsu,tt0273694,8,1950
2572,nm0000041,Cane randagio,tt0041699,7.9,1949
2573,nm0000041,Fukeyo haru kaze,tt0045797,7.9,1953
2574,nm0000041,Kedamono no yado,tt0273708,7.9,1951
2575,nm0000041,Sogni,tt0100998,7.8,1990
2576,nm0000041,Enoken no zangiri Kinta,tt0125734,7.8,1940
2577,nm0000041,Chinetsu,tt0029991,7.8,1938
2578,nm0000041,I magnifici sette,tt0054047,7.7,1960
2579,nm0000041,L'angelo ubriaco,tt0040979,7.7,1948
2580,nm0000041,Ame agaru,tt0181960,7.7,1999
2581,nm0000041,Visions of Light,tt0105764,7.7,1992
2582,nm0000041,Jakoman to Tetsu,tt0041517,7.7,1949
2583,nm0000041,Nonki Yokocho,tt0125955,7.7,1939
2584,nm0000041,Akatsuki no dasso,tt0182685,7.6,1950
2585,nm0000041,Jigoku no kifujin,tt0141437,7.6,1949
2586,nm0000041,Otto no teiso - aki futatabi,tt0314476,7.6,1937
2587,nm0000041,Utsukushiki taka,tt0029032,7.6,1937
2588,nm0000041,Ghost Dog - Il codice del samurai,tt0165798,7.5,1999
2589,nm0000041,Tora! Tora! Tora!,tt0066473,7.5,1970
2590,nm0000041,Ai to nikushimi no kanata e,tt0043268,7.5,1951
2591,nm0000041,Sugata Sanshirô,tt0048583,7.5,1955
2592,nm0000041,Seishun no kiryu,tt0174190,7.5,1942
2593,nm0000041,Dodes'ka-den,tt0065649,7.4,1970
2594,nm0000041,Il duello silenzioso,tt0041870,7.4,1949
2595,nm0000041,Sugata Sanshirô,tt0059677,7.4,1965
2596,nm0000041,Tojuro no koi,tt0030876,7.4,1938
2597,nm0000041,L'avamposto distrutto,tt0347338,7.4,1955
2598,nm0000041,I bassifondi,tt0050330,7.3,1957
2599,nm0000041,Madadayo - Il compleanno,tt0107474,7.3,1993
2600,nm0000041,Testimonianza di un essere vivente,tt0048198,7.3,1955
2601,nm0000041,Tsubasa no gaika,tt0274997,7.3,1942
2602,nm0000041,A 30 secondi dalla fine,tt0089941,7.2,1985
2603,nm0000041,L'idiota,tt0043614,7.2,1951
2604,nm0000041,Rapsodia in agosto,tt0101991,7.2,1991
2605,nm0000041,Scandalo,tt0042958,7.2,1950
2606,nm0000041,Una meravigliosa domenica,tt0039871,7.2,1947
2607,nm0000041,Ginrei no hate,tt0039423,7.2,1947
2608,nm0000041,Le scimitarre dei mongoli,tt0053263,7.2,1959
2609,nm0000041,Enoken no songoku: songoku zenko-hen,tt0126071,7.2,1940
2610,nm0000041,Non rimpiango la mia giovinezza,tt0039090,7.1,1946
2611,nm0000041,A.K.,tt0088658,7.1,1985
2612,nm0000041,Enoken no chakkiri Kinta 'Zen' - Mamayo sandogasa - Ikiwa yoiyoi,tt0028833,7.1,1937
2613,nm0000041,Jakoman to Tetsu,tt0325641,7.1,1964
2614,nm0000041,Il mare e l'amore,tt0316829,7,2002
2615,nm0000041,Nora inu,tt0329431,7,1973
2616,nm0000041,Tateshi Danpei,tt0186606,7,1962
2617,nm0000041,Tokyo rapusodei,tt0126104,7,1936
2618,nm0000041,I magnifici 7,tt2404435,6.9,2016
2619,nm0000041,Gojuman-nin no isan,tt0057109,6.9,1963
2620,nm0000041,Sengoku burai,tt0045137,6.9,1952
2621,nm0000041,Xue cheng,tt1496475,6.9,1968
2622,nm0000041,Nihon josei dokuhon,tt0125952,6.9,1937
2623,nm0000041,Otto no teiso - haru kitareba,tt0126010,6.9,1937
2624,nm0000041,Yau doh lung fu bong,tt0415380,6.8,2004
2625,nm0000041,Sanshiro Sugata,tt0036400,6.8,1943
2626,nm0000041,Tsuzurikata kyoshitsu,tt0259694,6.8,1938
2627,nm0000041,Nichiro senso shori no hishi: Tekichu odan sanbyaku-ri,tt0046407,6.8,1957
2628,nm0000041,Sengoku gunto-den - Dai ichibu: Toraokami,tt0126025,6.8,1937
2629,nm0000041,"Enoken no chakkiri Kinta 'Go', kaeri wa kowai, mateba hiyori",tt0314022,6.8,1937
2630,nm0000041,Gli uomini che mettono il piede sulla coda della tigre,tt0038182,6.7,1945
2631,nm0000041,Dora-heita,tt0236167,6.7,2000
2632,nm0000041,Chushingura (Go),tt0125696,6.7,1939
2633,nm0000041,China Gate,tt0210609,6.6,1998
2634,nm0000041,Yottsu no koi no monogatari,tt0040010,6.6,1947
2635,nm0000041,Tateshi Danpei,tt0274937,6.6,1950
2636,nm0000041,Nadare,tt0029291,6.6,1937
2637,nm0000041,Shojo Hanazono,tt0126027,6.6,1936
2638,nm0000041,Enoken no senman choja,tt0125733,6.6,1936
2639,nm0000041,Araki Mataemon: Ketto kagiya no tsuji,tt0043707,6.5,1952
2640,nm0000041,Dohyosai,tt0273543,6.5,1944
2641,nm0000041,Enoken no bikkuri jinsei,tt0125731,6.5,1938
2642,nm0000041,Zoku Enoken no senman choja,tt0314951,6.5,1936
2643,nm0000041,Ancora vivo,tt0116830,6.4,1996
2644,nm0000041,Shozo,tt0040782,6.4,1948
2645,nm0000041,L'oltraggio,tt0058437,6.3,1964
2646,nm0000041,U mong pa meung,tt2190475,6.3,2011
2647,nm0000041,Appare Isshin Tasuke,tt0273432,6.3,1945
2648,nm0000041,Sanshiro Sugata 2,tt0038268,6,1945
2649,nm0000041,Asu o tsukuru hitobito,tt0038310,6,1946
2650,nm0000041,Uma,tt0034333,6,1941
2651,nm0000041,Kakushi toride no san akunin,tt1134519,6,2008
2652,nm0000041,Tsubaki Sanjûrô,tt0905366,6,2007
2653,nm0000041,Enoken no gatchiri jidai,tt0125732,6,1939
2654,nm0001053,Non è un paese per vecchi,tt0477348,8.1,2007
2655,nm0001053,Fargo,tt0116282,8.1,1996
2656,nm0001053,Il grande Lebowski,tt0118715,8.1,1998
2657,nm0001053,Shooting Blood Simple,tt5943642,8.1,2016
2658,nm0001053,"Fratello, dove sei?",tt0190590,7.7,2000
2659,nm0001053,Crocevia della morte,tt0100150,7.7,1990
2660,nm0001053,Barton Fink - È successo a Hollywood,tt0101410,7.7,1991
